Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
"BMW i5 xDrive40 Sedan (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,92,94,93,10,Elite,0
"BMW i5 xDrive40 Sedan (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,92,94,93,10,Elite,0
"BMW i5 xDrive40 Sedan (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,86,87,87,10,Elite,0
"BMW i5 xDrive40 Sedan (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,86,87,87,10,Elite,0
BMW i7 M70 xDrive Sedan (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,large car,10,72,79,75,10,Elite,0
BMW i7 M70 xDrive Sedan (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,large car,10,72,79,75,10,Elite,0
BMW i7 M70 xDrive Sedan (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,large car,10,77,83,79,10,Elite,0
BMW i7 M70 xDrive Sedan (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,large car,10,77,83,79,10,Elite,0
BMW i7 eDrive50 Sedan (19'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G7S,large car,10,85,93,88,10,Elite,0
BMW i7 eDrive50 Sedan (19'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G7S,large car,10,85,93,88,10,Elite,0
BMW i7 eDrive50 Sedan (20'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G7S,large car,10,82,88,85,10,Elite,0
BMW i7 eDrive50 Sedan (20'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G7S,large car,10,82,88,85,10,Elite,0
BMW i7 eDrive50 Sedan (21'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G7S,large car,10,84,90,87,10,Elite,0
BMW i7 eDrive50 Sedan (21'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G7S,large car,10,84,90,87,10,Elite,0
BMW i7 xDrive60 Sedan (19'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,large car,10,85,91,88,10,Elite,0
BMW i7 xDrive60 Sedan (19'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,large car,10,85,91,88,10,Elite,0
BMW i7 xDrive60 Sedan (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,large car,10,81,85,83,10,Elite,0
BMW i7 xDrive60 Sedan (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,large car,10,81,85,83,10,Elite,0
BMW i7 xDrive60 Sedan (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,large car,10,85,89,87,10,Elite,0
BMW i7 xDrive60 Sedan (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,large car,10,85,89,87,10,Elite,0
BMW iX M60 (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,standard SUV,10,75,77,76,10,Elite,0
BMW iX M60 (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,standard SUV,10,75,77,76,10,Elite,0
BMW iX M60 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,standard SUV,10,75,79,77,10,Elite,0
BMW iX M60 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,standard SUV,10,75,79,77,10,Elite,0
BMW iX xDrive40 (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,0
BMW iX xDrive40 (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,0
BMW iX xDrive40 (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,84,81,83,10,Elite,0
BMW iX xDrive40 (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,84,81,83,10,Elite,0
BMW iX xDrive40 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,89,85,87,10,Elite,0
BMW iX xDrive40 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,89,85,87,10,Elite,0
"BMW iX xDrive50 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,0
"BMW iX xDrive50 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,0
"BMW iX xDrive50 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,0
"BMW iX xDrive50 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,0
BMW iX xDrive50 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,0
BMW iX xDrive50 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,0
BUICK Enclave,2.5,4,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.5000,standard SUV,5,20,27,23,5,No,387
BUICK Enclave,2.5,4,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.5000,standard SUV,5,20,27,23,5,No,387
BUICK Enclave,2.5,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.5000,standard SUV,5,19,24,21,4,No,422
BUICK Enclave,2.5,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.5000,standard SUV,5,19,24,21,4,No,422
BUICK Encore GX,1.2,3,CVT,2WD,Ethanol/Gas,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.2002,small SUV,6,22/30,23/31,22/30,6,No,284/297
BUICK Encore GX,1.2,3,CVT,2WD,Ethanol/Gas,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.2002,small SUV,6,22/30,23/31,22/30,6,No,284/297
BUICK Encore GX,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.3550,small SUV,6,26,28,27,5,No,339
BUICK Encore GX,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.3550,small SUV,6,26,28,27,5,No,339
BUICK Encore GX,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.3550,small SUV,6,29,31,30,6,No,297
BUICK Encore GX,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.3550,small SUV,6,29,31,30,6,No,297
BUICK Envision,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0400,small SUV,6,22,28,24,5,No,371
BUICK Envision,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0400,small SUV,6,22,28,24,5,No,371
BUICK Envista,1.2,3,Auto-6,2WD,Ethanol/Gas,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.2002,station wagon,6,20/28,24/32,22/30,6,No,287/297
BUICK Envista,1.2,3,Auto-6,2WD,Ethanol/Gas,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.2002,station wagon,6,20/28,24/32,22/30,6,No,287/297
BUICK Envista,1.2,3,Auto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.2003,station wagon,6,28,32,30,6,No,296
BUICK Envista,1.2,3,Auto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.2003,station wagon,6,28,32,30,6,No,296
CADILLAC CT4,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV02.0041,small car,6,22,32,26,5,No,345
CADILLAC CT4,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV02.0041,small car,6,22,32,26,5,No,345
CADILLAC CT4,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV02.0041,small car,6,21,31,25,5,No,357
CADILLAC CT4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV02.0041,small car,6,21,31,25,5,No,357
CADILLAC CT4,2.7,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXV02.7105,small car,5,21,31,25,5,No,356
CADILLAC CT4,2.7,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXV02.7105,small car,5,21,31,25,5,No,356
CADILLAC CT4,2.7,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXV02.7105,small car,5,21,29,24,5,No,371
CADILLAC CT4,2.7,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXV02.7105,small car,5,21,29,24,5,No,371
CADILLAC CT4 V,2.7,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXV02.7105,small car,5,20,29,23,5,No,383
CADILLAC CT4 V,2.7,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXV02.7105,small car,5,20,29,23,5,No,383
CADILLAC CT4 V,2.7,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXV02.7105,small car,5,20,28,23,5,No,387
CADILLAC CT4 V,2.7,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXV02.7105,small car,5,20,28,23,5,No,387
CADILLAC CT4 V,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SGMXV03.6043,small car,4,15,23,18,4,No,493
CADILLAC CT4 V,3.6,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SGMXV03.6043,small car,4,15,23,18,4,No,493
CADILLAC CT4 V,3.6,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SGMXV03.6043,small car,4,16,24,19,4,No,478
CADILLAC CT4 V,3.6,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SGMXV03.6043,small car,4,16,24,19,4,No,478
CADILLAC CT5,2,4,SemiAuto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV02.0041,midsize car,6,23,32,26,5,No,341
CADILLAC CT5,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV02.0041,midsize car,6,23,32,26,5,No,341
CADILLAC CT5,2,4,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV02.0041,midsize car,6,21,30,25,5,No,361
CADILLAC CT5,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV02.0041,midsize car,6,21,30,25,5,No,361
CADILLAC CT5,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SGMXV03.6043,midsize car,4,19,28,22,5,No,399
CADILLAC CT5,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SGMXV03.6043,midsize car,4,19,28,22,5,No,399
CADILLAC CT5,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SGMXV03.6043,midsize car,4,18,26,21,4,No,422
CADILLAC CT5,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SGMXV03.6043,midsize car,4,18,26,21,4,No,422
CADILLAC CT5 V,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SGMXV03.6043,midsize car,4,18,27,21,4,No,424
CADILLAC CT5 V,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SGMXV03.6043,midsize car,4,18,27,21,4,No,424
CADILLAC CT5 V,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SGMXV03.6043,midsize car,4,17,26,20,4,No,445
CADILLAC CT5 V,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SGMXV03.6043,midsize car,4,17,26,20,4,No,445
CADILLAC CT5 V,6.2,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,SGMXV06.2094,midsize car,2,13,20,15,2,No,587
CADILLAC CT5 V,6.2,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,SGMXV06.2094,midsize car,2,13,20,15,2,No,587
CADILLAC CT5 V,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,SGMXV06.2094,midsize car,2,13,20,15,2,No,579
CADILLAC CT5 V,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,SGMXV06.2094,midsize car,2,13,20,15,2,No,579
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0400,small SUV,6,24,29,26,5,No,343
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0400,small SUV,6,24,29,26,5,No,343
CADILLAC XT4,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0400,small SUV,6,23,28,25,5,No,357
CADILLAC XT4,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0400,small SUV,6,23,28,25,5,No,357
CADILLAC XT5,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0500,small SUV,6,22,29,24,5,No,370
CADILLAC XT5,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0500,small SUV,6,22,29,24,5,No,370
CADILLAC XT5,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0500,small SUV,6,21,27,23,5,No,386
CADILLAC XT5,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0500,small SUV,6,21,27,23,5,No,386
CADILLAC XT5,3.6,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT03.6151,small SUV,5,19,26,21,4,No,418
CADILLAC XT5,3.6,6,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT03.6151,small SUV,5,19,26,21,4,No,418
CADILLAC XT5,3.6,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT03.6151,small SUV,5,18,26,21,4,No,424
CADILLAC XT5,3.6,6,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT03.6151,small SUV,5,18,26,21,4,No,424
CADILLAC XT5 Limo,2,4,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.0550,special purpose,5,20,23,21,4,No,425
CADILLAC XT5 Limo,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.0550,special purpose,5,20,23,21,4,No,425
CADILLAC XT5 Limo,2,4,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.0550,special purpose,5,20,23,21,4,No,425
CADILLAC XT5 Limo,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.0550,special purpose,5,20,23,21,4,No,425
CADILLAC XT6,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0500,small SUV,6,21,27,23,5,No,386
CADILLAC XT6,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0500,small SUV,6,21,27,23,5,No,386
CADILLAC XT6,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0500,small SUV,6,21,26,23,5,No,386
CADILLAC XT6,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0500,small SUV,6,21,26,23,5,No,386
CADILLAC XT6,3.6,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT03.6151,small SUV,5,19,26,21,4,No,418
CADILLAC XT6,3.6,6,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT03.6151,small SUV,5,19,26,21,4,No,418
CADILLAC XT6,3.6,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT03.6151,small SUV,5,18,25,20,4,No,435
CADILLAC XT6,3.6,6,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT03.6151,small SUV,5,18,25,20,4,No,435
CHEVROLET Blazer,2,4,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0500,small SUV,6,22,29,25,5,No,358
CHEVROLET Blazer,2,4,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0500,small SUV,6,22,29,25,5,No,358
CHEVROLET Blazer,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.0500,small SUV,6,22,27,24,5,No,368
CHEVROLET Blazer,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.0500,small SUV,6,22,27,24,5,No,368
CHEVROLET Blazer,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT03.6151,small SUV,5,19,26,22,5,No,411
CHEVROLET Blazer,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT03.6151,small SUV,5,19,26,22,5,No,411
CHEVROLET Blazer,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT03.6151,small SUV,5,18,26,21,4,No,422
CHEVROLET Blazer,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT03.6151,small SUV,5,18,26,21,4,No,422
CHEVROLET Equinox,1.5,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT01.5080,small SUV,6,24,29,26,5,No,344
CHEVROLET Equinox,1.5,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT01.5080,small SUV,6,24,29,26,5,No,344
CHEVROLET Equinox,1.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT01.5080,small SUV,6,26,28,27,5,No,332
CHEVROLET Equinox,1.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT01.5080,small SUV,6,26,28,27,5,No,332
CHEVROLET Malibu,1.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.5010,midsize car,6,28,36,31,6,No,283
CHEVROLET Malibu,1.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.5010,midsize car,6,28,36,31,6,No,283
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,17,21,19,4,No,470
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,18,21,19,4,No,468
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,17,21,19,4,No,470
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,18,21,19,4,No,468
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,17,20,18,4,No,481
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,17,20,18,4,No,482
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,17,20,18,4,No,481
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,17,20,18,4,No,482
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,23,29,26,5,No,399
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,23,29,26,5,No,399
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,22,25,23,4,No,434
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,22,26,24,4,No,428
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,22,25,23,4,No,434
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,22,26,24,4,No,428
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,16,21,18,4,No,490
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,16,21,18,4,No,491
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,special purpose,6,15,18,16,3,No,551
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,16,21,18,4,No,490
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,16,21,18,4,No,491
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,special purpose,6,15,18,16,3,No,551
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,16,19,17,3,No,520
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,16,19,17,3,No,525
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,special purpose,6,14,16,15,2,No,592
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,16,19,17,3,No,520
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,16,19,17,3,No,525
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,special purpose,6,14,16,15,2,No,592
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT06.2375,pickup,5,15,20,17,3,No,528
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT06.2375,pickup,5,15,20,17,3,No,528
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,16,17,16,3,No,538
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,16,17,16,3,No,541
